instrument_name,instrument_key,resampled_price_type,datetime,open,high,low,close,volume,open_interest,EMA_short,EMA_long,EMA_cross,Cross_Type,days_from_cross
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2008-06-09 00:00:00,664.8,735.0,626.0,684.25,905872.0,0.0,671.5216384336229,632.3375814034075,11 x 51,Golden,119
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2008-06-16 00:00:00,684.0,710.0,651.0,658.3,581824.0,0.0,669.3180320280192,633.336135964815,11 x 51,Golden,126
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2008-06-23 00:00:00,650.0,658.5,563.0,582.9,1038165.0,0.0,654.915026690016,631.3962845815529,11 x 51,Golden,133
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2008-06-30 00:00:00,586.0,662.0,551.6,566.6,958852.0,0.0,640.1958555750134,628.9041197899546,11 x 51,Golden,140
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2008-07-07 00:00:00,548.7,649.7,545.6,566.75,1525366.0,0.0,627.9548796458446,626.5135767211102,11 x 51,Golden,147
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2008-07-14 00:00:00,552.3,587.8,532.5,579.65,1125474.0,0.0,619.9040663715372,624.711131462606,11 x 51,Death,0
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2008-07-21 00:00:00,582.0,670.0,582.0,657.15,1054846.0,0.0,626.1117219762809,625.9587802525058,11 x 51,Golden,0
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2008-07-28 00:00:00,642.35,708.9,627.0,694.95,1515170.0,0.0,637.5847683135676,628.6122887043325,11 x 51,Golden,7
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2008-08-04 00:00:00,675.15,748.0,675.15,721.7,1293775.0,0.0,651.6039735946397,632.1925852926274,11 x 51,Golden,14
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2008-08-11 00:00:00,743.0,743.8,675.6,684.2,684593.0,0.0,657.0366446621997,634.1928704736802,11 x 51,Golden,21
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2008-08-18 00:00:00,689.0,709.0,675.0,701.1,1214736.0,0.0,664.3805372184999,636.7662216093079,11 x 51,Golden,28
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2008-08-25 00:00:00,715.0,734.0,693.45,728.7,2372595.0,0.0,675.1004476820833,640.302136162796,11 x 51,Golden,35
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2008-09-01 00:00:00,724.0,790.0,722.0,760.25,1727483.0,0.0,689.2920397350695,644.9155155411501,11 x 51,Golden,42
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2008-09-08 00:00:00,765.0,789.0,640.0,737.95,2259039.0,0.0,697.4016997792246,648.4937649434136,11 x 51,Golden,49
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2008-09-15 00:00:00,700.0,770.5,670.0,721.25,2815759.0,0.0,701.3764164826872,651.2920816763592,11 x 51,Golden,56
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2008-09-22 00:00:00,730.0,774.8,701.1,749.5,2969408.0,0.0,709.3970137355726,655.0693093041916,11 x 51,Golden,63
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2008-09-29 00:00:00,750.0,798.0,724.1,788.4,2052581.0,0.0,722.5641781129772,660.197412792492,11 x 51,Golden,70
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2008-10-06 00:00:00,775.0,795.0,707.3,715.4,2481333.0,0.0,721.370148427481,662.32058922355,11 x 51,Golden,77
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2008-10-13 00:00:00,716.2,754.8,692.6,714.6,3286665.0,0.0,720.2417903562342,664.331335791875,11 x 51,Golden,84
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2008-10-20 00:00:00,712.0,746.0,622.6,628.15,3049248.0,0.0,704.8931586301951,662.9397459537258,11 x 51,Golden,91
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2008-10-27 00:00:00,625.0,698.8,561.1,645.4,1896870.0,0.0,694.9776321918293,662.265140340121,11 x 51,Golden,98
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2008-11-03 00:00:00,665.0,668.0,600.0,651.8,2123484.0,0.0,687.7813601598579,661.862634942424,11 x 51,Golden,105
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2008-11-10 00:00:00,657.0,663.95,615.0,626.65,1353038.0,0.0,677.592800133215,660.5083028292539,11 x 51,Golden,112
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2008-11-17 00:00:00,633.9,661.7,591.25,610.35,3607257.0,0.0,666.3856667776791,658.5791373358211,11 x 51,Golden,119
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2008-11-24 00:00:00,642.75,723.7,612.3,703.65,3002227.0,0.0,672.5963889813993,660.3126320536742,11 x 51,Golden,126
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2008-12-01 00:00:00,698.0,698.0,620.05,660.9,2527910.0,0.0,670.6469908178327,660.3352231285329,11 x 51,Golden,133
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2008-12-08 00:00:00,670.0,704.8,666.0,681.1,1896519.0,0.0,672.3891590148606,661.1338683928201,11 x 51,Golden,140
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2008-12-15 00:00:00,686.1,742.8,683.0,722.7,2284324.0,0.0,680.7742991790506,663.5017965315578,11 x 51,Golden,147
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2008-12-22 00:00:00,721.0,723.9,687.25,690.75,1343230.0,0.0,682.4369159825421,664.5498043572672,11 x 51,Golden,154
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2008-12-29 00:00:00,704.0,718.9,685.25,691.65,1716655.0,0.0,683.9724299854518,665.5921195742955,11 x 51,Golden,161
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-01-05 00:00:00,702.9,710.0,651.25,702.35,1805311.0,0.0,687.0353583212097,667.0058842060533,11 x 51,Golden,168
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-01-12 00:00:00,698.0,749.9,671.5,744.7,2534803.0,0.0,696.6461319343415,669.9941194288974,11 x 51,Golden,175
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-01-19 00:00:00,744.0,753.0,717.0,746.6,2056375.0,0.0,704.9717766119513,672.940499450863,11 x 51,Golden,182
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-01-27 00:00:00,735.0,790.0,735.0,776.85,2003396.0,0.0,716.9514805099595,676.9370187027528,11 x 51,Golden,190
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-02-02 00:00:00,778.0,789.8,761.25,780.0,772087.0,0.0,727.459567091633,680.9009795218777,11 x 51,Golden,196
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-02-09 00:00:00,780.8,899.6,776.05,832.15,2081850.0,0.0,744.9079725763609,686.718249540267,11 x 51,Golden,203
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-02-16 00:00:00,830.0,850.0,812.15,817.25,2463863.0,0.0,756.9649771469674,691.7387014810259,11 x 51,Golden,210
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-02-24 00:00:00,815.0,835.5,790.05,829.7,2729382.0,0.0,769.0874809558062,697.0449052702173,11 x 51,Golden,218
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-03-02 00:00:00,832.0,845.0,796.0,828.5,2375841.0,0.0,778.9895674631719,702.1008704521321,11 x 51,Golden,224
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-03-09 00:00:00,823.0,888.0,822.0,861.5,1966850.0,0.0,792.74130621931,708.2316062039731,11 x 51,Golden,231
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-03-16 00:00:00,861.0,914.0,850.0,897.65,2811700.0,0.0,810.2260885160917,715.5169290422818,11 x 51,Golden,238
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-03-23 00:00:00,900.0,1003.85,890.1,990.8,4299261.0,0.0,840.3217404300765,726.1047394637326,11 x 51,Golden,245
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-03-30 00:00:00,995.0,1003.0,915.25,929.6,2724609.0,0.0,855.2014503583971,733.9314802535891,11 x 51,Golden,252
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-04-06 00:00:00,936.0,996.8,936.0,966.45,2274879.0,0.0,873.7428752986643,742.8745002438358,11 x 51,Golden,259
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-04-13 00:00:00,960.0,1019.0,947.0,1010.15,3423806.0,0.0,896.4773960822204,753.1543271575345,11 x 51,Golden,266
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-04-20 00:00:00,1015.25,1058.5,972.1,1047.3,5234687.0,0.0,921.6144967351836,764.4676222668601,11 x 51,Golden,273
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-04-27 00:00:00,1013.0,1099.0,1000.05,1082.65,1101548.0,0.0,948.4537472793197,776.7054060258271,11 x 51,Golden,280
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-05-04 00:00:00,1099.75,1147.7,1080.0,1125.1,2397083.0,0.0,977.8947893994331,790.1051981017569,11 x 51,Golden,287
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-05-11 00:00:00,1130.0,1145.0,1063.0,1121.9,2441337.0,0.0,1001.8956578328609,802.8665366363047,11 x 51,Golden,294
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-05-18 00:00:00,1220.0,1487.8,1139.9,1198.2,3108869.0,0.0,1034.6130481940509,818.0716698426007,11 x 51,Golden,301
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-05-25 00:00:00,1192.2,1282.0,1186.05,1237.15,3252502.0,0.0,1068.3692068283758,834.1900671563469,11 x 51,Golden,308
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-06-01 00:00:00,1250.5,1368.0,1232.5,1353.95,3229707.0,0.0,1115.9660056903133,854.1808338041798,11 x 51,Golden,315
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-06-08 00:00:00,1350.2,1474.7,1342.1,1367.2,3366132.0,0.0,1157.8383380752612,873.9123401963268,11 x 51,Golden,322
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-06-15 00:00:00,1400.0,1400.0,1245.1,1364.85,2496547.0,0.0,1192.3402817293843,892.7945578810835,11 x 51,Golden,329
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-06-22 00:00:00,1374.0,1382.95,1295.0,1306.2,2165973.0,0.0,1211.3169014411535,908.6947671933495,11 x 51,Golden,336
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-06-29 00:00:00,1317.0,1325.0,1258.0,1270.1,1779904.0,0.0,1221.1140845342945,922.5949684551439,11 x 51,Golden,343
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-07-06 00:00:00,1269.8,1400.0,1211.7,1352.25,1996697.0,0.0,1242.9700704452455,939.1201619760999,11 x 51,Golden,350
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-07-13 00:00:00,1350.0,1550.4,1275.0,1540.3,3639518.0,0.0,1292.5250587043713,962.2424634385576,11 x 51,Golden,357
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-07-20 00:00:00,1550.0,1650.25,1490.05,1635.1,2234605.0,0.0,1349.6208822536428,988.1215994601516,11 x 51,Golden,364
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-07-27 00:00:00,1602.35,1665.0,1485.75,1505.3,5349424.0,0.0,1375.5674018780355,1008.013076403992,11 x 51,Golden,371
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-08-03 00:00:00,1515.0,1548.85,1356.0,1379.25,2970191.0,0.0,1376.1811682316963,1022.2914196192231,11 x 51,Golden,378
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-08-10 00:00:00,1402.0,1424.95,1285.0,1378.1,3812586.0,0.0,1376.5009735264136,1035.9763650184839,11 x 51,Golden,385
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-08-17 00:00:00,1340.0,1389.9,1244.0,1382.9,4224693.0,0.0,1377.5674779386782,1049.3195817485423,11 x 51,Golden,392
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-08-24 00:00:00,1390.0,1439.5,1354.9,1407.1,1976759.0,0.0,1382.4895649488985,1063.080367065906,11 x 51,Golden,399
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-08-31 00:00:00,1395.0,1518.5,1380.1,1510.9,2826832.0,0.0,1403.8913041240821,1080.3041991018329,11 x 51,Golden,406
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-09-07 00:00:00,1521.5,1589.9,1427.1,1467.35,2144497.0,0.0,1414.4677534367352,1095.1905760594548,11 x 51,Golden,413
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-09-14 00:00:00,1470.0,1595.7,1443.15,1579.7,1805908.0,0.0,1442.0064611972794,1113.825553903322,11 x 51,Golden,420
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-09-22 00:00:00,1551.9,1648.45,1532.5,1552.3,1295673.0,0.0,1460.3887176643996,1130.6899556762712,11 x 51,Golden,428
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-09-29 00:00:00,1568.0,1589.9,1523.2,1533.95,841762.0,0.0,1472.6489313869997,1146.1999573810301,11 x 51,Golden,435
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-10-05 00:00:00,1525.0,1674.7,1507.05,1545.55,2263438.0,0.0,1484.7991094891665,1161.5595744048367,11 x 51,Golden,441
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-10-12 00:00:00,1549.0,1570.0,1510.25,1543.9,993185.0,0.0,1494.6492579076387,1176.264975389266,11 x 51,Golden,448
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-10-20 00:00:00,1545.0,1588.0,1451.25,1482.8,2129713.0,0.0,1492.674381589699,1188.0547840281404,11 x 51,Golden,456
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-10-26 00:00:00,1451.3,1520.0,1435.0,1465.75,1754455.0,0.0,1488.1869846580826,1198.7353692578274,11 x 51,Golden,462
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-11-03 00:00:00,1470.0,1488.0,1360.5,1429.4,1811929.0,0.0,1478.3891538817356,1207.6070858248343,11 x 51,Golden,470
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-11-09 00:00:00,1415.0,1493.0,1377.0,1478.9,2070298.0,0.0,1478.4742949014465,1218.0414286777252,11 x 51,Golden,476
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-11-16 00:00:00,1498.0,1603.0,1491.3,1551.8,2444867.0,0.0,1490.6952457512052,1230.878296805505,11 x 51,Golden,483
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-11-23 00:00:00,1550.0,1708.7,1542.65,1647.75,3353746.0,0.0,1516.8710381260044,1246.911823851447,11 x 51,Golden,490
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-11-30 00:00:00,1658.8,1675.0,1550.0,1565.9,2097946.0,0.0,1525.0425317716704,1259.1805998571608,11 x 51,Golden,497
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-12-07 00:00:00,1566.0,1613.0,1550.05,1570.1,1501985.0,0.0,1532.5521098097252,1271.139038324193,11 x 51,Golden,504
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-12-14 00:00:00,1573.0,1597.85,1540.0,1572.9,2222066.0,0.0,1539.2767581747712,1282.745229157878,11 x 51,Golden,511
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-12-21 00:00:00,1575.0,1640.0,1555.05,1635.4,1120069.0,0.0,1555.297298478976,1296.3088741902673,11 x 51,Golden,518
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2009-12-29 00:00:00,1635.0,1677.1,1601.0,1617.7,1328378.0,0.0,1565.6977487324802,1308.6700713367954,11 x 51,Golden,526
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-01-04 00:00:00,1632.9,1638.5,1516.1,1545.2,2124811.0,0.0,1562.281457277067,1317.7673762853804,11 x 51,Golden,532
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-01-11 00:00:00,1550.0,1588.8,1507.5,1525.35,1856983.0,0.0,1556.1262143975557,1325.7513233513273,11 x 51,Golden,539
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-01-18 00:00:00,1516.0,1600.8,1495.0,1549.4,1485419.0,0.0,1555.0051786646297,1334.3531955301225,11 x 51,Golden,546
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-01-25 00:00:00,1549.0,1558.7,1395.0,1459.0,3025298.0,0.0,1539.0043155538583,1339.1473033943485,11 x 51,Golden,553
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-02-01 00:00:00,1488.7,1531.95,1422.65,1485.4,1502925.0,0.0,1530.0702629615487,1344.7724071099503,11 x 51,Golden,560
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-02-08 00:00:00,1488.7,1601.0,1461.3,1590.95,2555365.0,0.0,1540.2168858012906,1354.24077606726,11 x 51,Golden,567
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-02-15 00:00:00,1590.0,1625.0,1559.2,1580.35,2084502.0,0.0,1546.9057381677421,1362.9372846800577,11 x 51,Golden,574
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-02-22 00:00:00,1624.85,1700.0,1543.35,1677.65,2140640.0,0.0,1568.6964484731186,1375.041619884671,11 x 51,Golden,581
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-03-02 00:00:00,1690.0,1794.7,1680.0,1770.6,1339351.0,0.0,1602.3470403942654,1390.2554037352606,11 x 51,Golden,589
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-03-08 00:00:00,1780.0,1854.0,1760.4,1818.55,2740307.0,0.0,1638.3808669952211,1406.7282728223659,11 x 51,Golden,595
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-03-15 00:00:00,1831.0,1877.9,1803.2,1868.2,1553791.0,0.0,1676.684055829351,1424.4771854061212,11 x 51,Golden,602
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-03-22 00:00:00,1850.0,1979.65,1820.0,1910.75,3012864.0,0.0,1715.6950465244593,1443.1799859674243,11 x 51,Golden,609
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-03-29 00:00:00,1912.0,1957.95,1836.0,1845.25,2017964.0,0.0,1737.2875387703825,1458.6442172763695,11 x 51,Golden,616
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-04-05 00:00:00,1854.0,1978.8,1848.1,1956.95,2357736.0,0.0,1773.8979489753187,1477.8098243042016,11 x 51,Golden,623
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-04-12 00:00:00,1960.0,1994.0,1815.1,1823.2,2428110.0,0.0,1782.1149574794322,1491.094061830963,11 x 51,Golden,630
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-04-19 00:00:00,1810.0,1840.0,1745.0,1779.65,3962482.0,0.0,1781.7041312328602,1502.1923671451568,11 x 51,Golden,637
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-04-26 00:00:00,1790.0,1839.0,1710.0,1815.4,2440544.0,0.0,1787.3201093607167,1514.238814562651,11 x 51,Golden,644
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-05-03 00:00:00,1800.0,1844.2,1752.0,1785.1,2218864.0,0.0,1786.9500911339308,1524.6565524640876,11 x 51,Golden,651
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-05-10 00:00:00,1800.0,1848.7,1771.1,1776.8,1653656.0,0.0,1785.2584092782758,1534.354377369315,11 x 51,Golden,658
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-05-17 00:00:00,1780.0,1784.8,1718.0,1755.0,2010448.0,0.0,1780.21534106523,1542.8407474704952,11 x 51,Golden,665
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-05-24 00:00:00,1765.0,1825.0,1745.5,1819.65,1681340.0,0.0,1786.787784221025,1553.4872571831686,11 x 51,Golden,672
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-05-31 00:00:00,1831.0,1949.0,1801.55,1896.25,2446898.0,0.0,1805.0314868508544,1566.6704395992008,11 x 51,Golden,679
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-06-07 00:00:00,1870.0,1934.45,1810.0,1913.35,2088022.0,0.0,1823.084572375712,1580.0042688453855,11 x 51,Golden,686
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-06-14 00:00:00,1915.15,1940.8,1870.0,1920.9,1711248.0,0.0,1839.387143646427,1593.115643120563,11 x 51,Golden,693
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-06-21 00:00:00,1931.55,1964.9,1902.15,1956.1,1744832.0,0.0,1858.8392863720226,1607.0765799236183,11 x 51,Golden,700
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-06-28 00:00:00,1945.5,1970.0,1915.0,1920.95,821511.0,0.0,1869.1910719766854,1619.1486345419407,11 x 51,Golden,707
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-07-05 00:00:00,1921.0,1931.5,1895.0,1911.1,778553.0,0.0,1876.1758933139045,1630.3775332134046,11 x 51,Golden,714
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-07-12 00:00:00,1937.7,1937.7,1865.0,1879.8,1084027.0,0.0,1876.7799110949204,1639.970705012889,11 x 51,Golden,721
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-07-19 00:00:00,1870.0,1878.05,1820.1,1850.65,1411620.0,0.0,1872.4249259124338,1648.073754820086,11 x 51,Golden,728
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-07-26 00:00:00,1865.0,1865.0,1690.5,1714.85,8144473.0,0.0,1846.1624382603613,1650.6420719423902,11 x 51,Golden,735
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-08-02 00:00:00,1720.6,1789.95,1720.0,1733.55,1801316.0,0.0,1827.3936985503012,1653.8308384061445,11 x 51,Golden,742
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-08-09 00:00:00,1730.0,1799.95,1730.0,1784.25,1717789.0,0.0,1820.203082125251,1658.8469600059082,11 x 51,Golden,749
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-08-16 00:00:00,1770.1,1825.0,1770.1,1815.8,1384661.0,0.0,1819.469235104376,1664.8836153902964,11 x 51,Golden,756
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-08-23 00:00:00,1820.65,1833.0,1672.9,1685.75,1671368.0,0.0,1797.1826959203133,1665.6861686445159,11 x 51,Golden,763
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-08-30 00:00:00,1690.0,1709.45,1569.9,1636.9,4836781.0,0.0,1770.4689132669278,1664.5790083120344,11 x 51,Golden,770
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-09-06 00:00:00,1620.0,1649.0,1593.0,1633.15,2348127.0,0.0,1747.58242772244,1663.370200300033,11 x 51,Golden,777
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-09-13 00:00:00,1640.2,1669.9,1612.0,1645.15,1368484.0,0.0,1730.5103564353665,1662.6694233654166,11 x 51,Golden,784
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-09-20 00:00:00,1650.0,1775.0,1647.1,1763.75,2618690.0,0.0,1736.050297029472,1666.5571378513623,11 x 51,Golden,791
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-09-27 00:00:00,1775.0,1788.0,1730.0,1748.2,1767471.0,0.0,1738.07524752456,1669.6972479340022,11 x 51,Golden,798
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-10-04 00:00:00,1748.2,1759.0,1693.0,1744.15,1949114.0,0.0,1739.0877062704667,1672.560815321156,11 x 51,Golden,805
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-10-11 00:00:00,1745.0,1794.0,1677.1,1689.75,1938372.0,0.0,1730.864755225389,1673.221937808804,11 x 51,Golden,812
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-10-18 00:00:00,1700.0,1771.0,1693.0,1753.95,1608893.0,0.0,1734.7122960211575,1676.326863277696,11 x 51,Golden,819
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-10-25 00:00:00,1770.0,1827.0,1743.05,1765.25,2746001.0,0.0,1739.8019133509645,1679.7469839208616,11 x 51,Golden,826
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-11-01 00:00:00,1741.6,1786.3,1715.55,1745.9,1905495.0,0.0,1740.8182611258037,1682.2913306931362,11 x 51,Golden,833
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-11-08 00:00:00,1774.0,1774.0,1695.0,1724.55,1560854.0,0.0,1738.106884271503,1683.9166641280156,11 x 51,Golden,840
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-11-15 00:00:00,1716.15,1860.0,1700.0,1844.5,2413944.0,0.0,1755.8390702262527,1690.092946276938,11 x 51,Golden,847
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-11-22 00:00:00,1837.0,1870.0,1802.35,1836.55,1299906.0,0.0,1769.2908918552107,1695.7259098816712,11 x 51,Golden,854
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Weekly,2010-11-29 00:00:00,1850.6,1961.9,1671.0,1739.55,5135719.0,0.0,1764.3340765460089,1697.4114518092993,11 x 51,Golden,861
