instrument_name,instrument_key,resampled_price_type,datetime,open,high,low,close,volume,open_interest,RSI
BANKA BIOLOO LIMITED,NSE_EQ|INE862Y01015,Monthly,2025-09-01,87.94,97.88,82.0,89.2,338604.0,0.0,36.17350320347595
DILIGENT MEDIA CORP LTD.,NSE_EQ|INE016M01021,Monthly,2025-09-01,4.6,5.44,4.3,4.91,3928655.0,0.0,40.28436018957346
SRF LTD,NSE_EQ|INE647A01010,Monthly,2025-09-01,2849.0,3008.7,2817.1,2914.0,4177652.0,0.0,55.946172883153615
CHEMBOND MATERIALTECH LTD,NSE_EQ|INE995D01025,Monthly,2025-09-01,193.97,209.99,172.6,183.62,260345.0,0.0,9.399850472371384
AFFORD ROBO & AUTO LTD,NSE_EQ|INE692Z01013,Monthly,2025-09-01,270.8,293.25,238.0,249.75,2237418.0,0.0,
IFGL REFRACTORIES LIMITED,NSE_EQ|INE133Y01011,Monthly,2025-09-01,243.0,259.05,236.0,242.23,421309.0,0.0,38.30284836637811
KRBL LIMITED,NSE_EQ|INE001B01026,Monthly,2025-09-01,432.45,479.0,387.1,389.75,24886115.0,0.0,61.246056782334385
ARCHIDPLY IND. LTD,NSE_EQ|INE877I01016,Monthly,2025-09-01,101.24,113.0,98.0,105.21,248101.0,0.0,50.66764490095378
DSPAMC - DSPPSBKETF,NSE_EQ|INF740KA1SY9,Monthly,2025-09-01,68.09,75.04,68.09,74.21,5412038.0,0.0,49.94518745889058
THIRUMALAI CHEMICALS LTD,NSE_EQ|INE338A01024,Monthly,2025-09-01,293.65,328.8,291.5,321.8,5943873.0,0.0,47.14361047635788
EVEREST INDUSTRIES LTD,NSE_EQ|INE295A01018,Monthly,2025-09-01,675.0,742.5,645.25,687.95,294718.0,0.0,28.848764035701066
VARUN BEVERAGES LIMITED,NSE_EQ|INE200M01039,Monthly,2025-09-01,485.0,513.65,461.85,463.95,100622727.0,0.0,36.02978082650158
C.E. INFO SYSTEMS LIMITED,NSE_EQ|INE0BV301023,Monthly,2025-09-01,1650.0,1666.0,1627.0,1634.9,613008.0,0.0,28.749144031043144
HSG & URBAN DEV CORPN LTD,NSE_EQ|INE031A01017,Monthly,2025-09-01,205.0,240.35,204.45,239.96,69260171.0,0.0,39.312220940891216
BHARTI AIRTEL LIMITED,NSE_EQ|INE397D01024,Monthly,2025-09-01,1889.0,1976.8,1870.0,1956.2,72068663.0,0.0,70.97269239449335
WALCHANDNAGAR INDUSTRIES,NSE_EQ|INE711A01022,Monthly,2025-09-01,175.8,221.0,174.36,209.08,3067655.0,0.0,29.848051174673927
MOIL LIMITED,NSE_EQ|INE490G01020,Monthly,2025-09-01,331.8,373.9,330.2,354.3,14280470.0,0.0,34.421768707483
ARIES AGRO LTD.,NSE_EQ|INE298I01015,Monthly,2025-09-01,403.5,445.0,403.35,410.4,1734566.0,0.0,62.997878859297664
MOTILALAMC - MOGOLD,NSE_EQ|INF247L01FY4,Monthly,2025-09-01,101.9,112.7,101.9,110.95,10538815.0,0.0,
SG MART LIMITED,NSE_EQ|INE385F01024,Monthly,2025-09-12,365.0,389.55,350.5,376.9,1114194.0,0.0,
KOTAKMAMC - MSCIINDIA,NSE_EQ|INF174KA1VD2,Monthly,2025-09-01,28.97,30.99,28.97,30.15,826324.0,0.0,
INTERARCH BLDNG SOLTN LTD,NSE_EQ|INE00M901018,Monthly,2025-09-01,2110.0,2196.0,2031.7,2084.8,408837.0,0.0,69.52613329908823
PRAKASH INDUSTRIES LTD,NSE_EQ|INE603A01013,Monthly,2025-09-01,156.01,173.07,156.01,167.21,10739471.0,0.0,42.782206222679356
NEOGEN CHEMICALS LIMITED,NSE_EQ|INE136S01016,Monthly,2025-09-01,1426.0,1608.7,1425.0,1559.9,1055972.0,0.0,47.69227515018191
CAMBRIDGE TECH ENTER LTD,NSE_EQ|INE627H01017,Monthly,2025-09-01,40.27,43.2,39.11,41.25,217486.0,0.0,22.74942660550458
VENKY S (INDIA) LIMITED,NSE_EQ|INE398A01010,Monthly,2025-09-01,1479.9,1566.0,1454.2,1504.6,417743.0,0.0,34.59566833269254
JAYSHREE TEA & INDUSTRIES,NSE_EQ|INE364A01020,Monthly,2025-09-01,100.19,101.41,95.15,97.17,635831.0,0.0,35.47107757786806
INDIA GLYCOLS LTD,NSE_EQ|INE560A01023,Monthly,2025-09-01,818.0,894.0,800.0,875.95,3401040.0,0.0,62.055617352614014
FIRSTSOURCE SOLU. LTD.,NSE_EQ|INE684F01012,Monthly,2025-09-01,351.45,379.7,340.45,365.3,12880938.0,0.0,68.30172138986293
KPR MILL LTD.,NSE_EQ|INE930H01031,Monthly,2025-09-01,989.7,1145.0,965.0,1138.4,7258004.0,0.0,62.806448535724506
LAURUS LABS LIMITED,NSE_EQ|INE947Q01028,Monthly,2025-09-01,856.75,944.0,850.4,903.8,22872489.0,0.0,83.42705167173253
INFOBEANS TECHNO. LTD.,NSE_EQ|INE344S01016,Monthly,2025-09-01,612.6,643.0,512.0,515.1,1179754.0,0.0,55.863269504668466
DODLA DAIRY LIMITED,NSE_EQ|INE021O01019,Monthly,2025-09-01,1369.9,1500.0,1339.2,1393.8,622320.0,0.0,56.80205655526992
NARAYANA HRUDAYALAYA LTD.,NSE_EQ|INE410P01011,Monthly,2025-09-01,1754.0,1844.0,1726.1,1739.3,4964624.0,0.0,66.93189386238564
SAI LIFE SCIENCES LIMITED,NSE_EQ|INE570L01029,Monthly,2025-09-01,829.8,923.4,821.1,874.3,12463751.0,0.0,
NIP IND ETF LONGTERM GILT,NSE_EQ|INF204KB1882,Monthly,2025-09-01,28.75,29.71,28.25,28.83,104426770.0,0.0,86.51685393258418
CRAFTSMAN AUTOMATION LTD,NSE_EQ|INE00LO01017,Monthly,2025-09-01,6955.0,7200.0,6525.5,6776.5,336948.0,0.0,58.20034542314335
MADHYA BHARAT AGRO P. LTD,NSE_EQ|INE900L01010,Monthly,2025-09-01,420.45,436.95,395.5,426.05,2572332.0,0.0,76.62601626016261
GUFIC BIOSCIENCES LTD.,NSE_EQ|INE742B01025,Monthly,2025-09-01,363.0,374.0,351.1,367.55,1004227.0,0.0,51.21655840581305
SIGNPOST INDIA LIMITED,NSE_EQ|INE0KGZ01021,Monthly,2025-09-01,277.95,305.0,260.35,291.35,1358775.0,0.0,54.46675829247779
MPHASIS LIMITED,NSE_EQ|INE356A01018,Monthly,2025-09-01,2808.0,3037.2,2760.6,2852.4,7450838.0,0.0,49.037907869481764
NRB BEARING LIMITED,NSE_EQ|INE349A01021,Monthly,2025-09-01,282.25,296.45,267.2,279.6,2074451.0,0.0,42.449771108850456
DSPAMC - DSPBANKETF,NSE_EQ|INF740KA1RX3,Monthly,2025-09-01,54.82,57.2,54.73,56.53,1286338.0,0.0,59.844322344322364
CAPRI GLOBAL CAPITAL LTD,NSE_EQ|INE180C01042,Monthly,2025-09-01,185.9,195.0,182.47,193.35,29326048.0,0.0,44.31586608442503
HONDA I POWER PRODUCT LTD,NSE_EQ|INE634A01018,Monthly,2025-09-01,2824.0,2991.8,2788.2,2839.0,114749.0,0.0,34.23279991291095
IOL CHEM AND PHARMA LTD,NSE_EQ|INE485C01029,Monthly,2025-09-01,91.18,126.66,91.18,116.74,194683998.0,0.0,60.959848979888186
PNB GILTS LIMITED,NSE_EQ|INE859A01011,Monthly,2025-09-01,96.85,106.0,96.71,102.38,7820754.0,0.0,35.05758946935417
HIMATSINGKA SEIDE LTD,NSE_EQ|INE049A01027,Monthly,2025-09-01,117.11,134.7,114.6,127.95,14295367.0,0.0,44.578596260452876
NEXT MEDIAWORKS LIMITED,NSE_EQ|INE747B01016,Monthly,2025-09-01,6.5,6.74,5.72,6.3,162914.0,0.0,44.83493077742279
NAVKAR CORPORATION LTD.,NSE_EQ|INE278M01019,Monthly,2025-09-01,118.2,132.5,115.1,126.69,7772149.0,0.0,45.92233475735612
WELSPUN CORP LIMITED,NSE_EQ|INE191B01025,Monthly,2025-09-01,836.95,925.0,821.45,892.35,7130938.0,0.0,64.20066587664354
WINDSOR MACHINES LIMITED,NSE_EQ|INE052A01021,Monthly,2025-09-01,325.4,330.55,294.5,297.95,842014.0,0.0,60.946886540392434
KELLTON TECH SOL LTD,NSE_EQ|INE164B01030,Monthly,2025-09-01,25.74,28.13,25.13,25.85,47749690.0,0.0,38.0105900151286
CCL PRODUCTS (I) LTD,NSE_EQ|INE421D01022,Monthly,2025-09-01,876.95,962.0,866.0,899.3,2496879.0,0.0,63.18326084401082
CHEVIOT COMPANY LIMITED,NSE_EQ|INE974B01016,Monthly,2025-09-01,1198.7,1250.0,1181.0,1192.0,37546.0,0.0,38.20747321661876
KAPSTON SERVICES LIMITED,NSE_EQ|INE542Z01028,Monthly,2025-09-01,243.64,254.0,237.2,247.32,65660.0,0.0,58.590387374461976
GUJ NAR VAL FER & CHEM L,NSE_EQ|INE113A01013,Monthly,2025-09-01,526.1,539.0,502.05,506.7,4788337.0,0.0,25.55660824253907
APOLLO PIPES LIMITED,NSE_EQ|INE126J01016,Monthly,2025-09-01,405.25,419.3,388.9,396.35,864608.0,0.0,24.7682533069472
EUREKA FORBES LIMITED,NSE_EQ|INE0KCE01017,Monthly,2025-09-01,568.95,616.5,556.25,574.35,2264149.0,0.0,
RBL BANK LIMITED,NSE_EQ|INE976G01028,Monthly,2025-09-01,260.5,279.0,259.05,269.7,164428677.0,0.0,57.86378555798688
SBI-ETF NIFTY BANK,NSE_EQ|INF200KA1580,Monthly,2025-09-01,564.19,573.59,548.52,566.82,800880.0,0.0,59.80876714859807
SYNERGY GREEN IND. LTD,NSE_EQ|INE00QT01015,Monthly,2025-09-01,528.15,633.25,480.0,563.55,649724.0,0.0,71.32234076947947
LANDMARK CARS LIMITED,NSE_EQ|INE559R01029,Monthly,2025-09-01,612.1,662.8,561.2,613.75,2026494.0,0.0,49.084724799010516
MANGALAM DRUG & CHEM LTD,NSE_EQ|INE584F01014,Monthly,2025-09-01,75.39,79.7,73.35,75.05,333812.0,0.0,33.34754070411728
ENVIRO INFRA ENGINEERS L,NSE_EQ|INE0LLY01014,Monthly,2025-09-01,251.4,276.1,238.0,271.52,29864713.0,0.0,
AEGIS VOPAK TERMINALS LTD,NSE_EQ|INE0INX01018,Monthly,2025-09-01,247.1,254.8,230.0,248.97,9858577.0,0.0,
SRG HOUSING FINANCE L,NSE_EQ|INE559N01010,Monthly,2025-09-01,317.1,317.15,282.2,287.25,46388.0,0.0,30.27424269582363
SHRENIK LIMITED,NSE_EQ|INE632X01030,Monthly,2025-09-01,0.53,0.57,0.46,0.53,23208603.0,0.0,35.365853658536594
SANSTAR LIMITED,NSE_EQ|INE08NE01025,Monthly,2025-09-01,81.8,98.4,80.6,95.0,13685937.0,0.0,40.49069786335202
STATE BANK OF INDIA,NSE_EQ|INE062A01020,Monthly,2025-09-01,803.1,868.2,802.65,855.25,116359341.0,0.0,48.284142071035525
RAVINDER HEIGHTS LIMITED,NSE_EQ|INE09E501017,Monthly,2025-09-01,47.9,71.36,44.22,61.96,1792063.0,0.0,57.71663504111323
SEJAL GLASS LIMITED,NSE_EQ|INE955I01044,Monthly,2025-09-01,540.0,826.15,493.0,763.55,253656.0,0.0,65.44925784643274
BELRISE INDUSTRIES LTD,NSE_EQ|INE894V01022,Monthly,2025-09-01,140.0,159.9,135.16,153.99,171849161.0,0.0,
HINDUJA GLOBAL SOLS. LTD.,NSE_EQ|INE170I01016,Monthly,2025-09-01,510.0,546.35,510.0,522.9,196612.0,0.0,30.46212742685259
SHIVALIK RASAYAN LIMITED,NSE_EQ|INE788J01021,Monthly,2025-09-01,465.9,496.0,440.7,470.55,760418.0,0.0,38.773726273726275
ORISSA BENGAL CARRIER LTD,NSE_EQ|INE426Z01016,Monthly,2025-09-01,54.41,61.99,53.41,57.7,301301.0,0.0,42.36855538540073
THE INVEST TRUST OF IND L,NSE_EQ|INE924D01017,Monthly,2025-09-01,150.0,159.29,146.25,151.58,379277.0,0.0,42.104968038578
GUJARAT MINERAL DEV CORP,NSE_EQ|INE131A01031,Monthly,2025-09-01,403.8,588.0,401.6,565.15,222517829.0,0.0,65.20573277854831
IFB INDUSTRIES LTD,NSE_EQ|INE559A01017,Monthly,2025-09-01,1479.0,1797.8,1468.1,1766.7,1288890.0,0.0,49.889981663610605
BAID FINSERV LIMITED,NSE_EQ|INE020D01022,Monthly,2025-09-01,11.1,11.7,10.9,11.26,1413030.0,0.0,34.90508266993264
HERCULES HOI. LTD.,NSE_EQ|INE688E01024,Monthly,2025-09-01,159.9,196.25,156.25,184.25,480337.0,0.0,16.244258968216414
EID PARRY INDIA LTD,NSE_EQ|INE126A01031,Monthly,2025-09-01,1105.0,1176.0,1058.0,1074.5,3158080.0,0.0,61.190539228664726
YES BANK LIMITED,NSE_EQ|INE528G01035,Monthly,2025-09-01,19.2,21.63,19.07,21.21,1503911185.0,0.0,36.29782833505688
AJAX ENGINEERING LIMITED,NSE_EQ|INE274Y01021,Monthly,2025-09-01,724.45,728.5,649.8,658.45,1624777.0,0.0,
MBL INFRASTRUCTURE LTD,NSE_EQ|INE912H01013,Monthly,2025-09-01,39.6,52.48,38.4,44.93,4044942.0,0.0,34.59964185213609
BFAM - BANKBETF,NSE_EQ|INF0QA701714,Monthly,2025-09-01,55.4,56.75,54.24,56.07,821749.0,0.0,59.77961432506887
VEDANT FASHIONS LIMITED,NSE_EQ|INE825V01034,Monthly,2025-09-01,740.0,779.0,715.0,750.8,4371760.0,0.0,31.100184388444987
VL E GOV AND IT SOL LTD,NSE_EQ|INE03HW01020,Monthly,2025-09-01,34.14,38.9,31.0,32.56,7997560.0,0.0,41.475113685915396
MIRAEAMC - MAMFGETF,NSE_EQ|INF769K01IB1,Monthly,2025-09-01,145.55,156.9,144.73,153.71,686887.0,0.0,50.09046265184803
RKEC PROJECTS LIMITED,NSE_EQ|INE786W01010,Monthly,2025-09-01,65.3,77.28,64.08,69.23,923761.0,0.0,25.116279069767444
TOLINS TYRES LIMITED,NSE_EQ|INE0RWQ01014,Monthly,2025-09-01,155.11,202.0,151.6,192.37,25430750.0,0.0,
TECHNO ELEC & ENG CO. LTD,NSE_EQ|INE285K01026,Monthly,2025-09-01,1515.5,1575.0,1408.4,1428.5,2975089.0,0.0,42.42432491289198
ICICI LOMBARD GIC LIMITED,NSE_EQ|INE765G01017,Monthly,2025-09-01,1852.6,1920.0,1805.6,1886.3,9245585.0,0.0,45.63043947349493
PURAVANKARA LIMITED,NSE_EQ|INE323I01011,Monthly,2025-09-01,284.05,305.0,262.5,270.45,3362066.0,0.0,25.683691144821793
KIRLOSKAR PNEUMATIC COM L,NSE_EQ|INE811A01020,Monthly,2025-09-01,1224.0,1308.0,1218.7,1244.4,665268.0,0.0,47.25245098039216
ATLANTAA LIMITED,NSE_EQ|INE285H01022,Monthly,2025-09-01,29.8,46.54,29.61,41.48,10270497.0,0.0,43.05782869612656
PANACHE DIGILIFE LIMITED,NSE_EQ|INE895W01019,Monthly,2025-09-01,240.5,326.96,240.5,317.38,461822.0,0.0,68.80277381195187
MIRAEAMC - MAESGETF,NSE_EQ|INF769K01GS9,Monthly,2025-09-01,42.99,44.53,41.98,43.28,206324.0,0.0,53.46197502837684
MOTILALAMC - MOSMALL250,NSE_EQ|INF247L01CH6,Monthly,2025-09-01,16.74,17.86,16.6,17.37,14771936.0,0.0,47.12230215827338
BIRLASLAMC - HEALTHY,NSE_EQ|INF209KB10C2,Monthly,2025-09-01,14.61,15.4,14.38,15.1,2242320.0,0.0,56.853396901072706
PNC INFRATECH LTD.,NSE_EQ|INE195J01029,Monthly,2025-09-01,305.0,325.0,301.3,307.85,10630772.0,0.0,25.29595015576325
INDO TECH TRANSFORM LTD.,NSE_EQ|INE332H01014,Monthly,2025-09-01,1745.9,1936.9,1686.3,1774.8,266861.0,0.0,44.675328594926576
NAGREEKA CAP & INFR.LTD,NSE_EQ|INE245I01016,Monthly,2025-09-01,25.6,29.33,24.11,27.71,170560.0,0.0,52.154903185509056
FUSION FINANCE LIMITED,NSE_EQ|INE139R01012,Monthly,2025-09-01,170.25,195.0,168.6,192.26,6488028.0,0.0,21.10615736835763
STEELCAST LIMITED,NSE_EQ|INE124E01038,Monthly,2025-09-01,207.8,245.98,203.6,221.23,4411527.0,0.0,69.68672050057074
M K PROTEINS LIMITED,NSE_EQ|INE964W01021,Monthly,2025-09-01,6.52,8.85,6.21,7.59,4457348.0,0.0,25.234521575985
INTRASOFT TECH. LTD,NSE_EQ|INE566K01011,Monthly,2025-09-01,101.99,119.07,95.78,105.05,1061753.0,0.0,40.134529147982065
PIRAMAL ENTERPRISES LTD,NSE_EQ|INE140A01024,Monthly,2025-09-01,1125.4,1195.0,1055.0,1122.2,7310845.0,0.0,53.68863698692751
PRATAAP SNACKS LIMITED,NSE_EQ|INE393P01035,Monthly,2025-09-01,912.7,1070.05,912.7,1016.95,3061464.0,0.0,55.40592371617303
SWELECT ENERGY SYS LTD,NSE_EQ|INE409B01013,Monthly,2025-09-01,710.0,940.0,703.0,884.0,3604183.0,0.0,40.10123013839057
VIP INDUSTRIES LTD,NSE_EQ|INE054A01027,Monthly,2025-09-01,419.0,454.3,418.1,448.05,6076875.0,0.0,48.622545915136165
GUJARAT STATE PETRO LTD,NSE_EQ|INE246F01010,Monthly,2025-09-01,291.35,327.15,287.55,313.0,13989793.0,0.0,46.792913866829565
ARO GRANITE IND. LTD.,NSE_EQ|INE210C01013,Monthly,2025-09-01,36.11,45.63,35.1,38.81,1901951.0,0.0,24.602997092373073
DEE DEVELOPMENT ENG LTD,NSE_EQ|INE841L01016,Monthly,2025-09-01,271.0,309.0,266.15,281.9,3182983.0,0.0,40.90307119883962
GROWWAMC - GROWWMOM50,NSE_EQ|INF666M01KJ4,Monthly,2025-09-01,10.15,10.75,10.0,10.55,3660489.0,0.0,
TVS SRICHAKRA LIMITED,NSE_EQ|INE421C01016,Monthly,2025-09-01,2861.5,3290.0,2830.8,3268.1,89494.0,0.0,34.59519598333998
ICICIPRAMC - CASHIETF,NSE_EQ|INF109K1A021,Monthly,2025-09-01,1032.0,1032.0,1026.02,1029.04,5090245.0,0.0,
RUDRABHISHEK ENTERP LTD,NSE_EQ|INE364Z01019,Monthly,2025-09-01,161.0,169.18,145.0,145.78,255478.0,0.0,44.885068015621314
M AND B ENGINEERING LTD,NSE_EQ|INE08N601015,Monthly,2025-09-01,437.1,448.4,397.25,424.15,7047971.0,0.0,
TRACXN TECHNOLOGIES LTD,NSE_EQ|INE0HMF01019,Monthly,2025-09-01,49.9,54.3,49.56,51.7,5578341.0,0.0,13.810896949461224
ITC LTD,NSE_EQ|INE154A01025,Monthly,2025-09-01,409.75,427.0,404.4,406.95,202007039.0,0.0,28.892072588347645
VIKAS ECOTECH LIMITED,NSE_EQ|INE806A01020,Monthly,2025-09-01,2.1,2.15,2.03,2.07,53494404.0,0.0,13.043478260869563
YATRA ONLINE LIMITED,NSE_EQ|INE0JR601024,Monthly,2025-09-01,152.9,173.8,147.6,149.05,55628853.0,0.0,51.957216403337476
VINTAGE COFFEE N BVRGS L,NSE_EQ|INE498Q01014,Monthly,2025-09-01,146.23,158.5,143.05,146.69,28833827.0,0.0,
SHEKHAWATI INDUSTRIES LTD,NSE_EQ|INE268L01046,Monthly,2025-09-01,20.55,25.75,20.55,23.44,488959.0,0.0,
JANA SMALL FIN BANK LTD,NSE_EQ|INE953L01027,Monthly,2025-09-01,494.5,498.6,454.0,465.25,1847156.0,0.0,33.833678398895785
VA TECH WABAG LTD,NSE_EQ|INE956G01038,Monthly,2025-09-01,1464.8,1580.0,1462.0,1560.4,2621103.0,0.0,54.88261542256206
AKSH OPTIFIBRE LIMITED,NSE_EQ|INE523B01011,Monthly,2025-09-01,7.19,8.48,7.12,7.75,3665596.0,0.0,44.95347172512527
EPACK DURABLE LIMITED,NSE_EQ|INE0G5901015,Monthly,2025-09-01,382.5,409.5,369.15,378.2,14152795.0,0.0,59.503268407605276
SWARAJ ENGINES LTD,NSE_EQ|INE277A01016,Monthly,2025-09-01,4034.4,4545.0,4011.8,4405.8,505303.0,0.0,63.19642557476087
CAPACITE INFRAPROJECT LTD,NSE_EQ|INE264T01014,Monthly,2025-09-01,282.0,334.0,282.0,310.0,8287525.0,0.0,48.588588588588586
CEIGALL INDIA LIMITED,NSE_EQ|INE0AG901020,Monthly,2025-09-01,245.24,286.83,244.16,280.55,7077861.0,0.0,20.356247388215635
ZOTA HEALTH CARE LIMITED,NSE_EQ|INE358U01012,Monthly,2025-09-01,1208.8,1555.0,1199.0,1422.5,1625186.0,0.0,80.26739750379615
POWER MECH PROJECTS LTD.,NSE_EQ|INE211R01019,Monthly,2025-09-01,3011.0,3234.9,2913.3,3004.3,2093960.0,0.0,48.81688018085909
KOTAKMAMC - KTKNV20ETF,NSE_EQ|INF174K01Z71,Monthly,2025-09-01,146.11,151.17,145.38,149.14,268360.0,0.0,39.35143013299323
RAJDARSHAN INDUSTRIES LTD,NSE_EQ|INE610C01014,Monthly,2025-09-01,48.35,49.2,44.06,44.97,21296.0,0.0,44.69409853817
SBIAMC - SBINEQWETF,NSE_EQ|INF200KB1282,Monthly,2025-09-01,31.43,33.0,30.9,32.73,298215.0,0.0,52.98149417409184
BRAND CONCEPTS LIMITED,NSE_EQ|INE977Y01011,Monthly,2025-09-01,281.8,341.0,252.1,316.1,529700.0,0.0,27.166639464664613
KOTAKMAMC - QUALITY30,NSE_EQ|INF174KA1WT6,Monthly,2025-09-01,20.56,21.49,20.49,21.14,293577.0,0.0,
PARAG MILK FOODS LTD.,NSE_EQ|INE883N01014,Monthly,2025-09-01,226.1,316.4,226.1,291.39,38389856.0,0.0,68.11816110841393
FILATEX INDIA LTD,NSE_EQ|INE816B01035,Monthly,2025-09-01,51.9,58.87,51.45,55.84,15468410.0,0.0,45.67410143486291
HINDUSTAN AERONAUTICS LTD,NSE_EQ|INE066F01020,Monthly,2025-09-01,4341.0,4941.3,4323.0,4808.7,19554783.0,0.0,48.922798176825296
STL GLOBAL LIMITED,NSE_EQ|INE353H01010,Monthly,2025-09-01,13.98,17.98,12.8,17.86,425480.0,0.0,46.33592736705577
20 MICRONS LTD,NSE_EQ|INE144J01027,Monthly,2025-09-01,231.8,238.26,223.61,228.35,1803090.0,0.0,41.643384744919445
N.B.I. IND. FIN. CO. LTD,NSE_EQ|INE365I01020,Monthly,2025-09-01,2409.0,2640.0,2409.0,2550.6,3468.0,0.0,51.06189069015991
TV TODAY NETWORK LTD,NSE_EQ|INE038F01029,Monthly,2025-09-01,147.59,156.48,147.41,149.57,1065830.0,0.0,20.262032085561486
COFORGE LIMITED,NSE_EQ|INE591G01025,Monthly,2025-09-01,1730.0,1830.0,1640.0,1716.9,22890964.0,0.0,60.78746864795798
INDIGO PAINTS LIMITED,NSE_EQ|INE09VQ01012,Monthly,2025-09-01,1095.0,1161.0,1080.0,1100.4,552891.0,0.0,34.72227546287424
BLISS GVS PHARMA LTD,NSE_EQ|INE416D01022,Monthly,2025-09-01,156.49,161.25,150.2,151.52,3899121.0,0.0,57.807871349978846
IL&FS INVESTMENT MANAGERS,NSE_EQ|INE050B01023,Monthly,2025-09-01,8.37,9.18,8.2,8.38,3617030.0,0.0,11.896348645465253
AXISAMC - AXISVALUE,NSE_EQ|INF846KA1119,Monthly,2025-09-01,27.74,29.88,27.41,29.57,378261.0,0.0,
ADANI TOTAL GAS LIMITED,NSE_EQ|INE399L01023,Monthly,2025-09-01,593.9,781.7,588.2,780.75,61395858.0,0.0,43.89426656738645
UTIAMC - UTINIFTETF,NSE_EQ|INF789F1AZC0,Monthly,2025-09-01,270.01,280.55,267.56,276.9,757112.0,0.0,53.14990512333964
MAHINDRA HOLIDAYS LTD,NSE_EQ|INE998I01010,Monthly,2025-09-01,354.1,368.9,347.35,360.5,1378193.0,0.0,34.35622666017211
LICNAMC - LICNFENGP,NSE_EQ|INF767K01OS7,Monthly,2025-09-01,276.7,285.98,271.12,281.37,37902.0,0.0,53.83334874687877
QUADRANT FUTURE TEK LTD,NSE_EQ|INE0LRY01011,Monthly,2025-09-01,386.8,502.4,383.35,426.05,20504560.0,0.0,
HARIOM PIPE INDUSTRIES L,NSE_EQ|INE00EV01017,Monthly,2025-09-01,485.45,572.2,443.6,543.1,7050051.0,0.0,41.40203003502107
GAIL (INDIA) LTD,NSE_EQ|INE129A01019,Monthly,2025-09-01,173.12,183.8,171.7,180.95,125580704.0,0.0,30.070394474697835
MIRAEAMC - EQUAL50,NSE_EQ|INF769K01OO2,Monthly,2025-09-01,314.17,327.04,314.17,324.98,17954.0,0.0,
KOTAKMAMC - KOTAKSILVE,NSE_EQ|INF174KA1KU9,Monthly,2025-09-01,115.2,130.1,115.2,129.7,12269734.0,0.0,79.3069306930693
SHANKARA BLDG PRODUCT LTD,NSE_EQ|INE274V01019,Monthly,2025-09-01,929.7,1048.6,914.35,946.15,1187789.0,0.0,59.46615003767086
LOVABLE LINGERIE LTD,NSE_EQ|INE597L01014,Monthly,2025-09-01,93.44,104.7,88.81,101.2,398595.0,0.0,33.65003006614552
GO FASHION INDIA LTD,NSE_EQ|INE0BJS01011,Monthly,2025-09-01,705.25,760.9,696.6,727.05,1047099.0,0.0,34.11499686103622
ARKADE DEVELOPERS LIMITED,NSE_EQ|INE0QRL01017,Monthly,2025-09-01,172.95,188.25,172.95,179.65,15477541.0,0.0,
POLY MEDICURE LIMITED,NSE_EQ|INE205C01021,Monthly,2025-09-01,2080.0,2144.9,1937.6,1956.2,2877729.0,0.0,51.26646706586828
TRIB BHIMJI ZAVERI LTD,NSE_EQ|INE760L01018,Monthly,2025-09-01,188.5,197.2,183.01,188.91,4043298.0,0.0,56.659171217475105
PSP PROJECTS LIMITED,NSE_EQ|INE488V01015,Monthly,2025-09-01,689.65,810.0,677.05,767.4,2892677.0,0.0,58.599818420256234
POWER GRID CORP. LTD.,NSE_EQ|INE752E01010,Monthly,2025-09-01,276.0,290.2,276.0,286.65,183049710.0,0.0,38.428275991727766
RAIL VIKAS NIGAM LIMITED,NSE_EQ|INE415G01027,Monthly,2025-09-01,302.95,369.85,301.6,358.9,138552083.0,0.0,30.579570925392247
MAS FINANCIAL SERV LTD,NSE_EQ|INE348L01012,Monthly,2025-09-01,308.0,324.5,303.25,314.85,1213603.0,0.0,59.35326842837275
VINATI ORGANICS LTD,NSE_EQ|INE410B01037,Monthly,2025-09-01,1717.2,1774.0,1665.0,1696.5,551019.0,0.0,34.50633603792507
STL NETWORKS LIMITED,NSE_EQ|INE1VXE01018,Monthly,2025-09-04,22.9,35.4,20.66,29.13,113831910.0,0.0,
ESCORTS KUBOTA LIMITED,NSE_EQ|INE042A01014,Monthly,2025-09-01,3567.8,4180.0,3567.7,3656.8,5245808.0,0.0,42.62821427552156
LICNAMC - LICNFESGP,NSE_EQ|INF767K01OT5,Monthly,2025-09-01,900.64,936.27,897.0,922.0,1626.0,0.0,53.1360785383147
SUMIT WOODS LIMITED,NSE_EQ|INE748Z01013,Monthly,2025-09-01,95.0,97.6,87.71,89.97,322067.0,0.0,51.52768936982813
ELLENBARRIE INDUS GASES L,NSE_EQ|INE236E01022,Monthly,2025-09-01,513.3,559.8,505.7,518.75,4300123.0,0.0,
SIEMENS LTD,NSE_EQ|INE003A01024,Monthly,2025-09-01,3078.8,3368.0,3064.0,3243.5,6401091.0,0.0,26.354506103788722
ECLERX SERVICES LTD,NSE_EQ|INE738I01010,Monthly,2025-09-01,4213.9,4600.0,4188.6,4264.1,1752050.0,0.0,72.84430588666788
LEMON TREE HOTELS LTD,NSE_EQ|INE970X01018,Monthly,2025-09-01,166.3,180.68,164.66,169.55,87264293.0,0.0,56.45051658510061
