instrument_name,instrument_key,resampled_price_type,datetime,open,high,low,close,volume,open_interest,RSI
IFCI LTD,NSE_EQ|INE039A01010,Monthly,2025-09-01,51.25,60.4,51.25,58.59,125698758.0,0.0,36.964804063860676
SHYAM METALICS AND ENGY L,NSE_EQ|INE810G01011,Monthly,2025-09-01,904.0,950.0,896.0,918.35,2438615.0,0.0,60.640076427036064
AVANTEL LIMITED,NSE_EQ|INE005B01027,Monthly,2025-09-01,152.0,194.4,149.71,189.73,85272113.0,0.0,47.035460992907794
IFB AGRO INDUSTRIES LTD,NSE_EQ|INE076C01018,Monthly,2025-09-01,750.0,818.3,735.0,775.15,60557.0,0.0,62.48169640436033
PC JEWELLER LTD,NSE_EQ|INE785M01021,Monthly,2025-09-01,13.11,15.38,13.0,13.67,1256031667.0,0.0,58.24980724749421
REDINGTON LIMITED,NSE_EQ|INE891D01026,Monthly,2025-09-01,240.6,314.4,235.64,290.2,283304068.0,0.0,62.88427810318011
JAIN IRRIGATION SYSTEMS,NSE_EQ|INE175A01038,Monthly,2025-09-01,50.5,59.0,49.15,55.99,115707620.0,0.0,37.404696553827385
STERLITE TECHNOLOGIES LTD,NSE_EQ|INE089C01029,Monthly,2025-09-01,110.2,126.8,105.73,123.27,40208540.0,0.0,44.382512927271506
DIGITIDE SOLUTIONS LTD,NSE_EQ|INE0U4701011,Monthly,2025-09-01,201.01,209.5,177.01,177.45,4889460.0,0.0,
JINDAL SAW LIMITED,NSE_EQ|INE324A01032,Monthly,2025-09-01,198.2,214.0,197.8,210.22,29613856.0,0.0,33.22738242392137
AEROFLEX ENTERPRISES LTD,NSE_EQ|INE065D01027,Monthly,2025-09-01,87.55,90.79,84.0,84.87,1790980.0,0.0,42.733894349763105
PCBL CHEMICAL LIMITED,NSE_EQ|INE602A01031,Monthly,2025-09-01,373.15,425.95,370.3,403.2,17739054.0,0.0,54.76845904447299
KOTAKMAMC - KOTAKALPHA,NSE_EQ|INF174KA1IA5,Monthly,2025-09-01,48.35,50.47,47.1,49.34,14781805.0,0.0,37.97142857142858
RICO AUTO INDUSTRIES LTD,NSE_EQ|INE209B01025,Monthly,2025-09-01,89.55,113.28,89.55,104.43,40958254.0,0.0,38.53258081067214
NIPPONAMC - NETFPHARMA,NSE_EQ|INF204KC1089,Monthly,2025-09-01,22.58,23.46,22.1,22.92,49962376.0,0.0,52.94117647058823
DHARMAJ CROP GUARD LTD,NSE_EQ|INE00OQ01016,Monthly,2025-09-01,367.25,376.6,315.0,332.05,857877.0,0.0,48.548257012277084
BANK OF MAHARASHTRA,NSE_EQ|INE457A01014,Monthly,2025-09-01,51.9,57.93,51.71,57.26,131147700.0,0.0,39.50108459869848
ASIAN HOTELS (EAST) LTD,NSE_EQ|INE926K01017,Monthly,2025-09-01,151.39,168.0,143.45,153.04,142692.0,0.0,57.81643576826196
WEST COAST PAPER MILLS LT,NSE_EQ|INE976A01021,Monthly,2025-09-01,501.2,549.9,476.0,477.6,1002675.0,0.0,33.63738738738739
MAN INFRA LTD,NSE_EQ|INE949H01023,Monthly,2025-09-01,157.9,163.9,152.85,156.56,5994673.0,0.0,39.71340839303992
BIRLASLAMC - GSEC10ABSL,NSE_EQ|INF209KC1142,Monthly,2025-09-01,107.65,109.9,107.65,109.89,5520.0,0.0,89.00343642611683
AXISAMC - AXISBPSETF,NSE_EQ|INF846K01Z04,Monthly,2025-09-01,12.98,13.29,12.8,12.95,6339926.0,0.0,94.06779661016947
KPIT TECHNOLOGIES LIMITED,NSE_EQ|INE04I401011,Monthly,2025-09-01,1192.0,1328.0,1186.7,1262.4,13911718.0,0.0,27.758184466763794
R K SWAMY LIMITED,NSE_EQ|INE0NQ801033,Monthly,2025-09-01,151.55,163.89,149.26,157.08,665924.0,0.0,22.431494468946568
DREDGING CORP OF INDIA,NSE_EQ|INE506A01018,Monthly,2025-09-01,589.05,723.0,588.15,692.8,1093120.0,0.0,33.97073921971251
ASHIANA HOUSING LTD,NSE_EQ|INE365D01021,Monthly,2025-09-01,308.2,318.0,304.0,308.75,498271.0,0.0,36.07204929688734
GALAXY SURFACTANTS LTD,NSE_EQ|INE600K01018,Monthly,2025-09-01,2290.0,2456.9,2256.1,2352.5,174810.0,0.0,35.416518544851286
BSE LIMITED,NSE_EQ|INE118H01025,Monthly,2025-09-01,2130.0,2388.9,2107.6,2156.2,69379566.0,0.0,70.94763893350465
ADANI POWER LTD,NSE_EQ|INE814H01029,Monthly,2025-09-01,121.2,170.25,120.0,170.25,1219260430.0,0.0,58.632162661737524
PREMIER POLYFILM LTD,NSE_EQ|INE309M01020,Monthly,2025-09-01,49.44,51.0,46.05,47.71,1157433.0,0.0,50.38747910651876
RELCAPAMC - NETFGILT5Y,NSE_EQ|INF204KC1030,Monthly,2025-09-01,62.59,63.3,62.27,62.92,7828454.0,0.0,91.96556671449056
ICICIPRAMC - ICICI5GSEC,NSE_EQ|INF109KC14A8,Monthly,2025-09-01,62.88,63.62,62.32,63.25,254702.0,0.0,84.31151241534982
DSP LIQUID ETF,NSE_EQ|INF740KA1EU7,Monthly,2025-09-01,1000.0,1000.01,999.99,999.99,1506722.0,0.0,50.0
EFC (I) LIMITED,NSE_EQ|INE886D01026,Monthly,2025-09-01,342.0,342.0,285.0,323.9,10021313.0,0.0,
NMDC STEEL LIMITED,NSE_EQ|INE0NNS01018,Monthly,2025-09-01,37.76,47.54,37.75,46.61,185873586.0,0.0,37.78104643832737
GILLETTE INDIA LTD,NSE_EQ|INE322A01010,Monthly,2025-09-01,10200.0,10740.0,9902.0,10148.0,432747.0,0.0,63.04272160781452
VARDHMAN TEXTILES LIMITED,NSE_EQ|INE825A01020,Monthly,2025-09-01,420.0,449.0,405.55,421.55,8742294.0,0.0,35.83009819593515
NIVA BUPA HEALTH INS CO L,NSE_EQ|INE995S01015,Monthly,2025-09-01,81.52,91.2,79.9,82.84,58919506.0,0.0,
BIRLASLAMC-ABSLPSE,NSE_EQ|INF209KB19Z4,Monthly,2025-09-01,9.59,10.25,9.45,10.09,6318521.0,0.0,38.46153846153846
UPDATER SERVICES LIMITED,NSE_EQ|INE851I01011,Monthly,2025-09-01,244.4,264.67,243.39,257.44,2351648.0,0.0,42.69140371055659
RATNAVEER PRECISION ENG L,NSE_EQ|INE05CZ01011,Monthly,2025-09-01,143.2,153.0,141.67,142.79,3836197.0,0.0,41.393824391926856
ORIENTAL TRIMEX LTD,NSE_EQ|INE998H01012,Monthly,2025-09-01,9.21,11.99,9.11,10.34,4964763.0,0.0,47.02774108322324
ORIENT PAPER AND INDS LTD,NSE_EQ|INE592A01026,Monthly,2025-09-01,27.4,29.0,27.4,28.27,5175876.0,0.0,17.542503863987633
DSPAMC - TOP10ADD,NSE_EQ|INF740KA1UR9,Monthly,2025-09-01,93.81,97.0,93.0,95.81,3874359.0,0.0,
NIPPONAMC - LIQGRWBEES,NSE_EQ|INF204KC1FU1,Monthly,2025-09-01,1005.95,1008.78,1005.95,1008.77,489630.0,0.0,
MIRAEAMC - MAFSETF,NSE_EQ|INF769K01HI8,Monthly,2025-09-01,25.78,28.25,25.78,27.37,3995832.0,0.0,67.45138178096212
NETWORK PEOPLE SRV TECH L,NSE_EQ|INE0FFK01017,Monthly,2025-09-01,2158.3,2208.6,1951.2,1960.4,245124.0,0.0,41.5091660058937
BARBEQUE NATION HOSP. LTD,NSE_EQ|INE382M01027,Monthly,2025-09-01,268.0,272.0,234.0,236.45,1709831.0,0.0,23.315406516925023
NEULAND LAB LTD.,NSE_EQ|INE794A01010,Monthly,2025-09-01,13464.0,16440.0,13212.0,15306.0,1030924.0,0.0,65.65520836072983
REVATHI EQUIPMENT INDIA L,NSE_EQ|INE0DAB01012,Monthly,2025-09-01,825.65,1182.7,816.2,1182.7,26115.0,0.0,
EMS LIMITED,NSE_EQ|INE0OV601013,Monthly,2025-09-01,531.0,593.85,528.05,579.85,3258359.0,0.0,29.54653559537023
ICICIPRAMC - EVIETF,NSE_EQ|INF109K1A153,Monthly,2025-09-01,30.47,33.75,30.02,31.78,2540121.0,0.0,
SWAN CORP LIMITED,NSE_EQ|INE665A01038,Monthly,2025-09-01,443.95,506.0,440.65,489.1,19432664.0,0.0,36.17557762568827
DHRUV CONSULTANCY SER LTD,NSE_EQ|INE506Z01015,Monthly,2025-09-01,62.89,62.89,54.32,57.26,489351.0,0.0,37.86630364691553
TATAAML - NPBET,NSE_EQ|INF277K010X4,Monthly,2025-09-01,272.48,286.96,263.54,278.23,9474.0,0.0,56.59313963657565
SHREE RAMA NEWSPRINT LTD,NSE_EQ|INE278B01020,Monthly,2025-09-01,31.41,37.23,29.0,33.13,1670902.0,0.0,64.52527161076998
LATTEYS INDUSTRIES LTD,NSE_EQ|INE262Z01023,Monthly,2025-09-01,19.6,22.8,19.4,21.0,1081740.0,0.0,48.01201625728928
MIRAEAMC - BANKPSU,NSE_EQ|INF769K01LZ4,Monthly,2025-09-01,72.65,75.06,67.94,74.08,418167.0,0.0,
ASHOKA BUILDCON LTD,NSE_EQ|INE442H01029,Monthly,2025-09-01,173.78,197.64,172.82,193.98,12000675.0,0.0,41.94343879531979
DIAMINES & CHEMICALS LTD,NSE_EQ|INE591D01014,Monthly,2025-09-01,364.4,418.8,349.45,370.8,85212.0,0.0,28.556178275954096
QUICK HEAL TECH LTD,NSE_EQ|INE306L01010,Monthly,2025-09-01,290.0,351.7,287.05,328.1,8590023.0,0.0,34.432617925900075
ALBERT DAVID LIMITED,NSE_EQ|INE155C01010,Monthly,2025-09-01,801.4,820.0,789.95,802.6,53508.0,0.0,33.26073428749221
UCAL LIMITED,NSE_EQ|INE139B01016,Monthly,2025-09-01,136.57,146.99,131.0,138.95,308570.0,0.0,44.37136352137617
AARTI PHARMALABS LIMITED,NSE_EQ|INE0LRU01027,Monthly,2025-09-01,847.0,946.1,825.05,900.0,6449827.0,0.0,65.9513590844063
ICICIPRAMC - ICICI500,NSE_EQ|INF109KC1V59,Monthly,2025-09-01,38.98,40.79,37.35,39.5,4914041.0,0.0,49.604966139954854
HDFCAMC - HDFCSENSEX,NSE_EQ|INF179KC1HX2,Monthly,2025-09-01,90.48,93.68,89.51,92.32,401491.0,0.0,52.20183486238532
SHAKTI PUMPS (I) LTD,NSE_EQ|INE908D01010,Monthly,2025-09-01,815.0,915.0,799.0,876.65,9750747.0,0.0,56.27395370228422
JAIPRAKASH POWER VEN. LTD,NSE_EQ|INE351F01018,Monthly,2025-09-01,18.6,20.4,18.08,18.52,502160870.0,0.0,46.31170271769273
OSWAL PUMPS LIMITED,NSE_EQ|INE0BYP01024,Monthly,2025-09-01,798.25,846.0,776.25,784.4,5949590.0,0.0,
HERANBA INDUSTRIES LTD,NSE_EQ|INE694N01015,Monthly,2025-09-01,350.25,363.7,316.6,317.45,673826.0,0.0,43.825884586529476
PRIME FOCUS LIMITED,NSE_EQ|INE367G01038,Monthly,2025-09-01,145.0,199.0,139.04,186.53,56362916.0,0.0,62.04200433740441
STANDARD INDUSTRIES LTD.,NSE_EQ|INE173A01025,Monthly,2025-09-01,18.35,19.99,17.91,19.29,497719.0,0.0,14.726027397260268
DATA PATTERNS INDIA LTD,NSE_EQ|INE0IX101010,Monthly,2025-09-01,2407.0,2925.0,2407.0,2814.2,5234035.0,0.0,45.840650912566964
BRIGADE HOTEL VENTURE LTD,NSE_EQ|INE03NU01014,Monthly,2025-09-01,87.2,89.4,81.9,83.68,8260984.0,0.0,
SBIAMC - SBIBPB,NSE_EQ|INF200KB1712,Monthly,2025-09-01,39.8,43.97,39.07,42.97,345792.0,0.0,
STERLING TOOLS LIMITED,NSE_EQ|INE334A01023,Monthly,2025-09-01,303.55,361.95,303.55,332.2,1849614.0,0.0,46.66980835689601
PASHUPATI COTSPIN LIMITED,NSE_EQ|INE124Y01010,Monthly,2025-09-01,685.4,736.0,664.0,704.6,422379.0,0.0,82.7255726975222
IIFL FINANCE LIMITED,NSE_EQ|INE530B01024,Monthly,2025-09-01,431.85,458.7,430.5,450.1,12941919.0,0.0,50.93485077226803
HDFC LIFE INS CO LTD,NSE_EQ|INE795G01014,Monthly,2025-09-01,772.05,803.0,748.5,787.8,47865052.0,0.0,57.27950060410793
DEEPAK FERTILIZERS & PETR,NSE_EQ|INE501A01019,Monthly,2025-09-01,1389.0,1487.9,1376.2,1453.6,3601770.0,0.0,63.04824561403508
HDFCAMC - HDFCMOMENT,NSE_EQ|INF179KC1HV6,Monthly,2025-09-01,30.15,31.48,29.56,31.22,2734554.0,0.0,35.84264205925207
MANGALAM ORGANICS LIMITED,NSE_EQ|INE370D01013,Monthly,2025-09-01,550.1,594.0,550.0,560.7,38382.0,0.0,57.03553299492386
PARAS PETROFILS LTD.,NSE_EQ|INE162C01024,Monthly,2025-09-01,2.54,2.75,2.31,2.46,2490846.0,0.0,23.45276872964169
BFAM - LIQUIDBETF,NSE_EQ|INF0QA701854,Monthly,2025-09-01,1046.0,1052.66,1019.7,1048.98,6257670.0,0.0,99.97959183673471
EXXARO TILES LIMITED,NSE_EQ|INE0GFE01026,Monthly,2025-09-01,7.6,9.62,7.6,8.73,11277194.0,0.0,48.435171385991055
BHARAT PETROLEUM CORP  LT,NSE_EQ|INE029A01011,Monthly,2025-09-01,308.5,334.0,306.8,325.4,88485185.0,0.0,45.733079453003285
BANG OVERSEAS LTD.,NSE_EQ|INE863I01016,Monthly,2025-09-01,50.0,55.0,49.04,52.81,342896.0,0.0,49.231702385766276
CREST VENTURES LIMITED,NSE_EQ|INE559D01011,Monthly,2025-09-01,369.0,399.0,357.7,379.0,102628.0,0.0,39.30434782608696
VAIBHAV GLOBAL LIMITED,NSE_EQ|INE884A01027,Monthly,2025-09-01,205.3,259.27,204.6,250.7,9996355.0,0.0,32.17878417294568
ORACLE FIN SERV SOFT LTD.,NSE_EQ|INE881D01027,Monthly,2025-09-01,8331.0,9950.0,8141.5,9056.5,4972731.0,0.0,41.141194658920284
HDFCAMC - HDFCBSE500,NSE_EQ|INF179KC1EZ4,Monthly,2025-09-01,36.86,38.12,35.76,37.43,322745.0,0.0,49.23954372623574
INDIAN CARD CLOTHING CO.,NSE_EQ|INE061A01014,Monthly,2025-09-01,266.85,303.05,251.1,272.6,198397.0,0.0,49.35647475597013
NANDAN DENIM LIMITED,NSE_EQ|INE875G01048,Monthly,2025-09-01,3.35,3.75,3.3,3.55,36482084.0,0.0,39.57286432160805
TEJAS NETWORKS LIMITED,NSE_EQ|INE010J01012,Monthly,2025-09-01,584.0,626.2,582.55,599.85,11734183.0,0.0,24.363694573395236
TARSONS PRODUCTS LIMITED,NSE_EQ|INE144Z01023,Monthly,2025-09-01,313.4,330.0,305.0,308.5,581039.0,0.0,25.376497094746824
AMINES & PLASTICIZERS LTD,NSE_EQ|INE275D01022,Monthly,2025-09-01,220.75,238.0,217.0,227.65,77403.0,0.0,28.34412424357835
ELGI EQUIPMENTS LTD,NSE_EQ|INE285A01027,Monthly,2025-09-01,475.7,513.3,463.35,496.85,9765138.0,0.0,33.729137258158275
COUNTRY CONDO S LIMITED,NSE_EQ|INE695B01025,Monthly,2025-09-01,6.49,8.89,6.45,7.63,3523459.0,0.0,48.44851904090268
SUN PHARMA ADV.RES.CO.LTD,NSE_EQ|INE232I01014,Monthly,2025-09-01,140.09,149.27,139.91,141.01,3697416.0,0.0,31.628968665698267
BRAINBEES SOLUTIONS LTD,NSE_EQ|INE02RE01045,Monthly,2025-09-01,363.0,438.7,348.3,379.2,89648362.0,0.0,25.290725158362477
PLASTIBLENDS INDIA LTD,NSE_EQ|INE083C01022,Monthly,2025-09-01,190.69,199.7,187.03,192.14,218298.0,0.0,28.298623123227003
HAPPY FORGINGS LIMITED,NSE_EQ|INE330T01021,Monthly,2025-09-01,905.0,989.85,862.05,972.6,407964.0,0.0,35.655778643492155
ORCHASP LIMITED,NSE_EQ|INE215B01022,Monthly,2025-09-01,2.83,2.97,2.53,2.58,5204391.0,0.0,
GUJARAT THEMIS BIOSYN LTD,NSE_EQ|INE942C01045,Monthly,2025-09-01,378.85,424.9,373.0,410.95,2653067.0,0.0,
MACPOWER CNC MACHINES LTD,NSE_EQ|INE155Z01011,Monthly,2025-09-01,802.0,940.05,802.0,862.2,156990.0,0.0,31.209389526671302
CAN FIN HOMES LTD,NSE_EQ|INE477A01020,Monthly,2025-09-01,717.65,784.3,715.0,771.4,2042066.0,0.0,44.50138799914585
LAXMI INDIA FINANCE LTD,NSE_EQ|INE06WU01026,Monthly,2025-09-01,128.72,180.9,128.72,162.13,44540696.0,0.0,
AXISAMC - AXISTECETF,NSE_EQ|INF846K01Y96,Monthly,2025-09-01,371.43,403.74,371.15,384.67,59543.0,0.0,38.98463593854376
KIRLOSKAR INDUSTRIES LTD,NSE_EQ|INE250A01039,Monthly,2025-09-01,3675.0,4345.0,3675.0,4202.2,117256.0,0.0,32.987176103319285
FCS SOFTWARE SOLN. LTD.,NSE_EQ|INE512B01022,Monthly,2025-09-01,2.4,2.49,2.32,2.39,31030617.0,0.0,18.181818181818187
TOUCHWOOD ENTERTAIN LTD.,NSE_EQ|INE486Y01013,Monthly,2025-09-01,104.85,128.0,99.0,118.04,718889.0,0.0,45.87003198808116
ALLIED DIGITAL SERV. LTD,NSE_EQ|INE102I01027,Monthly,2025-09-01,164.0,209.53,161.17,196.82,24830159.0,0.0,46.184419713831474
THE ANUP ENGINEERING LTD,NSE_EQ|INE294Z01018,Monthly,2025-09-01,2221.7,2576.0,2221.7,2493.5,1611825.0,0.0,57.1243470866907
PERSISTENT SYSTEMS LTD,NSE_EQ|INE262H01021,Monthly,2025-09-01,5335.5,5690.0,5002.5,5271.0,8510375.0,0.0,54.28618883851805
SMARTWORKS COWORKING SP L,NSE_EQ|INE0NAZ01010,Monthly,2025-09-01,489.0,557.85,486.7,540.8,3410479.0,0.0,
INDO THAI SEC LTD,NSE_EQ|INE337M01021,Monthly,2025-09-01,152.21,221.0,143.65,220.6,15195861.0,0.0,80.46707793025305
BHAGERIA INDUSTRIES LTD,NSE_EQ|INE354C01027,Monthly,2025-09-01,194.7,220.5,178.86,179.59,4298154.0,0.0,50.75544275687036
OSWAL GREENTECH LIMITED,NSE_EQ|INE143A01010,Monthly,2025-09-01,40.02,42.1,39.5,40.56,2430796.0,0.0,49.74576271186441
NUCLEUS SOFTWARE EXPORTS,NSE_EQ|INE096B01018,Monthly,2025-09-01,1025.0,1084.8,1004.0,1029.9,183960.0,0.0,33.14111375599289
RESPONSIVE INDUSTRIES LTD,NSE_EQ|INE688D01026,Monthly,2025-09-01,194.04,205.48,185.81,198.3,612665.0,0.0,30.897297297297314
NGL FINE CHEM LIMITED,NSE_EQ|INE887E01022,Monthly,2025-09-01,1432.0,1564.9,1331.7,1423.0,47222.0,0.0,20.85869230587066
THE NEW INDIA ASSU CO LTD,NSE_EQ|INE470Y01017,Monthly,2025-09-01,190.0,211.9,187.62,198.89,16372770.0,0.0,30.959037316154124
ELECTROTHERM (I) LTD.,NSE_EQ|INE822G01016,Monthly,2025-09-01,857.95,1132.25,801.2,1066.35,564891.0,0.0,53.17430503380916
MATRIMONY.COM LIMITED,NSE_EQ|INE866R01028,Monthly,2025-09-01,504.05,519.8,500.1,507.05,139618.0,0.0,36.237606387645876
MIRAEAMC - MAGS813ETF,NSE_EQ|INF769K01KF8,Monthly,2025-09-01,29.04,29.37,28.82,29.22,664989.0,0.0,82.03883495145634
MOLD-TEK TECHNOLOGIES LTD,NSE_EQ|INE835B01035,Monthly,2025-09-01,160.5,187.0,158.9,174.62,2001542.0,0.0,33.33888149134488
ARCHEAN CHEMICAL IND LTD,NSE_EQ|INE128X01021,Monthly,2025-09-01,658.0,726.0,658.0,705.2,2517856.0,0.0,44.665649835433896
LIBAS CONSU PRODUCTS LTD,NSE_EQ|INE908V01012,Monthly,2025-09-01,11.64,14.3,11.4,13.29,1526904.0,0.0,35.3637901861252
DEEPAK NITRITE LTD,NSE_EQ|INE288B01029,Monthly,2025-09-01,1800.0,1865.8,1733.9,1811.3,4931457.0,0.0,17.283036215967712
JOCIL LIMITED,NSE_EQ|INE839G01010,Monthly,2025-09-01,162.51,167.95,152.35,158.16,89756.0,0.0,32.94596546516972
CONCORD ENVIRO SYSTEMS L,NSE_EQ|INE037Z01029,Monthly,2025-09-01,543.0,555.8,505.95,528.85,780825.0,0.0,
ADANI PORT & SEZ LTD,NSE_EQ|INE742F01042,Monthly,2025-09-01,1318.3,1461.7,1312.8,1444.2,38692938.0,0.0,44.89936698587891
PRISM JOHNSON LIMITED,NSE_EQ|INE010A01011,Monthly,2025-09-01,146.11,176.0,141.35,165.37,25717729.0,0.0,49.73366477272728
GTL LTD,NSE_EQ|INE043A01012,Monthly,2025-09-01,9.15,11.26,8.41,9.66,25863488.0,0.0,31.53846153846156
STEL HOLDINGS LIMITED,NSE_EQ|INE577L01016,Monthly,2025-09-01,469.7,530.0,426.5,480.5,332840.0,0.0,54.66796032772747
UTIAMC - NIFITETF,NSE_EQ|INF789F1AZD8,Monthly,2025-09-01,364.79,381.52,353.96,366.55,40607.0,0.0,39.59922372162298
AMBER ENTERPRISES (I) LTD,NSE_EQ|INE371P01015,Monthly,2025-09-01,7297.0,8394.0,7268.0,8310.5,5840752.0,0.0,68.0784795162097
PANAMA PETROCHEM LTD,NSE_EQ|INE305C01029,Monthly,2025-09-01,300.0,322.8,289.1,293.75,1237988.0,0.0,26.730171073094866
SENCO GOLD LIMITED,NSE_EQ|INE602W01027,Monthly,2025-09-01,371.6,404.85,365.0,367.8,9033611.0,0.0,43.53951133612151
AION-TECH SOLUTIONS LTD,NSE_EQ|INE805A01014,Monthly,2025-09-01,66.05,72.5,65.01,67.58,859552.0,0.0,24.42045783830774
MAHINDRA LIFESPACE DEVLTD,NSE_EQ|INE813A01018,Monthly,2025-09-01,354.7,393.8,346.85,373.6,3817314.0,0.0,22.818555490311226
AYM SYNTEX LIMITED,NSE_EQ|INE193B01039,Monthly,2025-09-01,188.55,199.8,181.03,194.0,311360.0,0.0,59.799876212089956
ICICIPRAMC - VAL30IETF,NSE_EQ|INF109KC16X5,Monthly,2025-09-01,12.27,13.47,12.27,13.38,1227938.0,0.0,
J & K BANK LTD.,NSE_EQ|INE168A01041,Monthly,2025-09-01,99.0,106.29,99.0,104.28,24271672.0,0.0,46.25425652667423
JBM AUTO LIMITED,NSE_EQ|INE927D01051,Monthly,2025-09-01,595.0,764.3,595.0,741.7,89528445.0,0.0,36.60553074218378
TCI EXPRESS LIMITED,NSE_EQ|INE586V01016,Monthly,2025-09-01,679.05,729.9,678.65,719.5,437619.0,0.0,21.59263145622012
GANGES SECURITIES LIMITED,NSE_EQ|INE335W01016,Monthly,2025-09-01,161.28,169.99,151.05,151.68,47568.0,0.0,47.47285660801198
AONEAMC - AONETOTAL,NSE_EQ|INF1J2R01015,Monthly,2025-09-01,11.73,12.41,11.4,11.85,11391802.0,0.0,
YASHO INDUSTRIES LIMITED,NSE_EQ|INE616Z01012,Monthly,2025-09-01,1830.6,1932.3,1681.5,1692.9,245781.0,0.0,43.621360441767074
SHYAM TELECOM LIMITED,NSE_EQ|INE635A01023,Monthly,2025-09-01,12.99,15.0,12.93,14.37,67565.0,0.0,47.24560981477027
HDFCAMC - HDFCNEXT50,NSE_EQ|INF179KC1HS2,Monthly,2025-09-01,64.99,71.57,64.99,71.22,1734229.0,0.0,45.27121001390821
JSW HOLDINGS LIMITED,NSE_EQ|INE824G01012,Monthly,2025-09-01,17470.0,19723.0,17150.0,18325.0,21841.0,0.0,72.32877526753865
NMDC LTD.,NSE_EQ|INE584A01023,Monthly,2025-09-01,69.0,77.73,68.83,76.86,356539214.0,0.0,47.28590445200414
JINDAL STAINLESS LIMITED,NSE_EQ|INE220G01021,Monthly,2025-09-01,764.55,791.5,733.1,787.55,11552614.0,0.0,54.35285410306226
REPCO HOME FINANCE LTD,NSE_EQ|INE612J01015,Monthly,2025-09-01,347.0,387.45,347.0,369.5,2877985.0,0.0,32.43395165823496
SAGILITY LIMITED,NSE_EQ|INE0W2G01015,Monthly,2025-09-01,44.0,47.45,41.68,44.89,513586262.0,0.0,
JOHNSON CONTROLS HITACHI,NSE_EQ|INE782A01015,Monthly,2025-09-01,1730.7,1778.6,1725.1,1754.5,283613.0,0.0,41.302088254748185
ICICIPRAMC - TOP15IETF,NSE_EQ|INF109K1A344,Monthly,2025-09-01,10.38,10.79,10.0,10.54,865796.0,0.0,
JASH ENGINEERING LIMITED,NSE_EQ|INE039O01029,Monthly,2025-09-01,515.0,530.0,509.3,515.45,1583054.0,0.0,50.8480860135323
JSW ENERGY LIMITED,NSE_EQ|INE121E01018,Monthly,2025-09-01,490.0,552.0,488.0,542.95,33279555.0,0.0,33.803063457330424
JUNIPER HOTELS LIMITED,NSE_EQ|INE696F01016,Monthly,2025-09-01,294.95,312.5,279.0,298.25,1926782.0,0.0,30.614766759345073
ROSSELL INDIA LIMITED,NSE_EQ|INE847C01020,Monthly,2025-09-01,64.98,69.0,62.1,65.47,473530.0,0.0,3.18563165482621
HUBTOWN LIMITED,NSE_EQ|INE703H01016,Monthly,2025-09-01,354.95,362.8,318.0,322.95,11592097.0,0.0,58.463052424405085
SUPERHOUSE LIMITED,NSE_EQ|INE712B01010,Monthly,2025-09-01,151.19,201.95,142.63,177.55,895178.0,0.0,36.10480428662247
BIOCON LIMITED.,NSE_EQ|INE376G01013,Monthly,2025-09-01,349.0,373.85,346.8,362.15,51435493.0,0.0,49.97159090909091
TRANSRAIL LIGHTING LTD,NSE_EQ|INE454P01035,Monthly,2025-09-01,745.0,823.0,743.8,781.5,26028791.0,0.0,
GOLDIAM INTERNATIONAL LTD,NSE_EQ|INE025B01025,Monthly,2025-09-01,362.4,425.65,361.0,385.05,14807262.0,0.0,66.2975365538278
GOKALDAS EXPORTS LTD.,NSE_EQ|INE887G01027,Monthly,2025-09-01,672.95,838.85,669.0,800.1,9849326.0,0.0,43.84221505784183
MOTILALAMC - MOMENTUM50,NSE_EQ|INF247L01DK8,Monthly,2025-09-01,50.65,52.8,50.0,52.14,5848538.0,0.0,
UNICOMMERCE ESOLUTIONS L,NSE_EQ|INE00U401027,Monthly,2025-09-01,132.0,155.8,132.0,149.76,10120640.0,0.0,31.10458795390302
PIONEER EMBROIDERIES LTD,NSE_EQ|INE156C01018,Monthly,2025-09-01,38.8,39.0,36.01,38.2,211313.0,0.0,39.798669782491466
PATEL RETAIL LIMITED,NSE_EQ|INE0R8B01010,Monthly,2025-09-01,252.55,269.3,230.0,240.2,6536735.0,0.0,
BHARAT FORGE LTD,NSE_EQ|INE465A01025,Monthly,2025-09-01,1106.7,1278.5,1104.6,1256.0,17584937.0,0.0,33.967902229384904
SUPRIYA LIFESCIENCE LTD,NSE_EQ|INE07RO01027,Monthly,2025-09-01,654.95,753.8,641.0,747.0,3894685.0,0.0,66.9753838654643
HAVELLS INDIA LIMITED,NSE_EQ|INE176B01034,Monthly,2025-09-01,1526.1,1621.1,1516.5,1581.3,10982692.0,0.0,39.841888262662174
SANOFI CONS HEALTHC IND L,NSE_EQ|INE0UOS01011,Monthly,2025-09-01,5133.5,5357.0,5031.0,5103.5,149713.0,0.0,
POONAWALLA FINCORP LTD,NSE_EQ|INE511C01022,Monthly,2025-09-01,431.65,513.35,424.0,484.45,92897788.0,0.0,63.440484509666895
MOTILALAMC - MONIFTY500,NSE_EQ|INF247L01BU1,Monthly,2025-09-01,23.19,24.71,22.89,23.85,7324411.0,0.0,51.067780872794806
RELIANCE CHEMOTEX IND LTD,NSE_EQ|INE750D01016,Monthly,2025-09-01,161.72,167.7,155.76,160.63,109863.0,0.0,26.696886556125477
TRIDENT LIMITED,NSE_EQ|INE064C01022,Monthly,2025-09-01,27.3,30.65,27.27,30.35,117776366.0,0.0,34.96503496503496
